Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
CBF1_YEAST,Nucleus,351,45698,239.2,-685.3,-21.2,2079.04,22.22222222,2.849002849,31.05413105,19.65811966,16.52421652,7.407407407
RU1A_XENLA,Nucleus,282,36631,266.5,-342.3,-50,1744.99,23.75886525,7.092198582,29.78723404,10.63829787,14.18439716,16.66666667
ME18_HUMAN,Nucleus,344,43919,285.2,-412.8,-61.2,2109.99,24.12790698,6.395348837,27.90697674,9.593023256,14.53488372,15.69767442
HMES_DROME,Nucleus,497,62651,383.6,-599.1,-148,3057.04,23.54124748,3.822937626,28.16901408,7.645875252,13.27967807,23.74245473
H1_PARAN,Nucleus,248,30801,179.4,-445.9,-36,1869.5,31.85483871,1.209677419,13.70967742,2.016129032,39.91935484,12.09677419
BAS1_YEAST,Nucleus,811,104085,619.8,-1291.6,-103.6,4932.23,20.34525277,4.932182491,34.89519112,13.93341554,15.28976572,12.70036991
RFA1_YEAST,Nucleus,621,81429,639,-961.7,-46,3719.09,26.8921095,9.500805153,29.46859903,14.81481481,13.04347826,8.373590982
RAT1_YEAST,Nucleus,1006,133893,954.3,-1546.9,-108.4,6089.21,24.95029821,9.940357853,25.944334,15.90457256,15.00994036,10.53677932
POU1_BRARE,Nucleus,425,53207,356.4,-553.5,-57.6,2597.03,24.70588235,5.647058824,31.29411765,6.588235294,15.29411765,14.82352941
CGB3_CHICK,Nucleus,403,53135,403.1,-567.7,-52.4,2475.13,28.28784119,7.692307692,23.07692308,12.15880893,16.37717122,10.17369727
BRN1_MOUSE,Nucleus,495,58849,389.4,-535.2,-116.8,3037.62,26.26262626,4.04040404,23.43434343,5.050505051,13.33333333,26.26262626
HM8_XENLA,Nucleus,271,36231,182.6,-425.2,-51.2,1670.93,19.18819188,8.118081181,26.93726937,11.43911439,18.08118081,15.12915129
CNJC_TETTH,Nucleus,310,41563,338.3,-474.3,-20.8,1844.17,25.80645161,8.387096774,27.41935484,16.77419355,15.48387097,7.096774194
HMZ1_DROME,Nucleus,353,45594,258.2,-504.9,-42.4,2172.63,23.51274788,6.232294618,37.39376771,10.76487252,15.29745042,9.631728045
K10_DROME,Nucleus,463,59810,215.8,-707.7,-134.4,2916.61,12.0950324,5.399568035,36.71706263,12.74298056,15.55075594,25.2699784
HXDC_MOUSE,Nucleus,279,35251,233.8,-344.7,-52,1747.94,25.80645161,8.243727599,27.59856631,8.243727599,13.62007168,17.56272401
SYU2_RAT,Nucleus,149,18401,158,-182.8,-16.4,942.57,31.54362416,4.697986577,22.14765101,8.724832215,17.44966443,15.43624161
STP1_YEAST,Nucleus,519,67347,442.4,-773.5,-58,3134.26,21.00192678,7.707129094,34.68208092,13.68015414,14.64354528,10.5973025
LAC9_KLULA,Nucleus,865,112481,837.7,-1135.6,-82.4,5150.13,26.70520231,8.439306358,37.10982659,13.06358382,10.40462428,8.208092486
CEBB_HUMAN,Nucleus,345,42243,272.7,-375.3,-93.2,2130.55,27.82608696,6.666666667,18.55072464,8.115942029,13.62318841,23.1884058
RED1_YEAST,Nucleus,827,110298,861.5,-1456.8,-57.2,4998.73,23.8210399,6.892382104,30.35066505,16.9286578,17.04957678,6.408706167
BAF1_KLUMA,Nucleus,496,64656,464,-888.6,-32.4,2940.22,26.61290323,4.032258065,27.62096774,11.89516129,18.14516129,7.862903226
DPO4_YEAST,Nucleus,581,77865,597.2,-915.1,-33.6,3528.87,24.61273666,10.49913941,24.44061962,14.8020654,17.21170396,7.745266781
MTA0_YEAST,Nucleus,130,17585,141.6,-214.3,-6,811.95,26.92307692,6.923076923,31.53846154,19.23076923,19.23076923,4.615384615
RA54_YEAST,Nucleus,898,117784,915.4,-1369.6,-90.8,5553.09,27.06013363,6.570155902,26.16926503,12.02672606,17.26057906,10.57906459
HMDF_DROME,Nucleus,590,74370,349.2,-854.4,-87.2,3552.12,18.98305085,5.084745763,34.91525424,12.71186441,14.40677966,17.62711864
NHP2_YEAST,Nucleus,173,21944,190.2,-271.9,-18.8,1102.41,30.05780347,4.046242775,19.65317919,13.29479769,21.96531792,11.56069364
TYY1_HUMAN,Nucleus,414,52140,337.2,-612.4,-58,2494.19,21.73913043,4.589371981,20.77294686,10.86956522,18.59903382,18.35748792
RBJK_HUMAN,Nucleus,500,64597,463.5,-624.5,-66.4,3016.11,24.4,8.6,29.2,10.8,13,13.4
POP1_YEAST,Nucleus,875,116012,851,-1313.7,-77.6,5521.64,25.48571429,8.342857143,28.8,10.4,18.74285714,9.142857143
ZNG1_RAT,Nucleus,423,53402,312.5,-528.3,-62,2659.35,21.27659574,7.328605201,26.24113475,6.382978723,18.91252955,16.78486998
ER71_MOUSE,Nucleus,335,43045,207.3,-395,-66,2000.01,18.80597015,11.94029851,26.26865672,8.955223881,10.74626866,20.59701493
PML1_HUMAN,Nucleus,882,113238,907.7,-1158.6,-119.2,5344.4,29.8185941,5.782312925,27.09750567,10.54421769,13.03854875,11.67800454
EWS_HUMAN,Nucleus,656,80194,182.8,-768.5,-174,4023.47,10.67073171,9.146341463,31.25,4.87804878,10.21341463,31.55487805
RPB2_YEAST,Nucleus,1224,160868,1278.8,-1698.7,-117.6,7437.65,27.45098039,8.496732026,23.7745098,10.86601307,15.44117647,11.02941176
NAB2_YEAST,Nucleus,525,67687,433.9,-777.4,-92.4,3197.65,22.28571429,5.142857143,34.0952381,13.33333333,13.33333333,15.42857143
TFC5_YEAST,Nucleus,594,78286,493.3,-1081.7,-62,3638.21,21.88552189,5.387205387,25.75757576,18.35016835,19.19191919,9.932659933
P68_HUMAN,Nucleus,614,80104,550.6,-894.2,-71.2,3785.42,24.59283388,8.794788274,25.24429967,11.07491857,15.63517915,13.84364821
MAC1_YEAST,Nucleus,417,53926,361.9,-554.5,-40.8,2510.83,22.54196643,7.194244604,34.5323741,10.55155875,14.62829736,9.352517986
ADF1_DROME,Nucleus,253,33723,239.6,-409.6,-15.6,1539.68,26.48221344,8.695652174,32.01581028,11.06719368,15.41501976,5.928853755
PR39_YEAST,Nucleus,629,85966,728.2,-935.1,-43.6,3796.18,27.02702703,13.354531,28.29888712,14.78537361,13.83147854,5.882352941
CC16_YEAST,Nucleus,840,109987,823,-1205,-54,5018.22,27.14285714,9.047619048,32.5,14.52380952,13.0952381,6.428571429
SKI_CHICK,Nucleus,750,97669,655.6,-1110.5,-92,4608.74,24.93333333,5.866666667,28.13333333,13.33333333,17.06666667,10.26666667
ZN46_HUMAN,Nucleus,433,56446,429.3,-607,-43.2,2595.21,24.94226328,6.928406467,32.56351039,11.31639723,14.08775982,9.699769053
RMS1_HUMAN,Nucleus,418,55689,511.5,-516.1,-40.8,2655.57,29.66507177,11.24401914,26.55502392,7.655502392,17.22488038,10.04784689
NUC2_SCHPO,Nucleus,665,88120,689.7,-962.2,-45.2,4035.26,28.12030075,10.52631579,27.51879699,13.38345865,15.18796992,6.616541353
EKLF_MOUSE,Nucleus,376,46605,282.1,-404.9,-90,2319.05,23.67021277,7.712765957,22.60638298,5.85106383,13.82978723,23.13829787
DA80_YEAST,Nucleus,269,34956,259.2,-408.3,-35.2,1654.9,24.16356877,4.832713755,30.85501859,14.86988848,17.10037175,11.52416357
CDN1_HUMAN,Nucleus,164,21033,119.8,-234.4,-28.8,1022.94,19.51219512,6.097560976,23.17073171,8.536585366,17.07317073,20.12195122
TF2B_DROME,Nucleus,315,39982,330,-386.3,-33.6,1925.62,28.88888889,6.349206349,27.3015873,8.571428571,14.6031746,11.42857143
SP10_HUMAN,Nucleus,480,62331,403.3,-783,-56.4,2819.78,20.83333333,5,30.41666667,17.08333333,14.16666667,11.25
RPB1_PLAFD,Nucleus,2452,321976,2209.2,-3866.1,-236.4,14511.12,22.71615008,7.830342577,33.23817292,18.02610114,13.00978793,9.665579119
BTF2_HUMAN,Nucleus,548,71807,554.2,-821.5,-40.8,3342.78,27.55474453,7.664233577,29.9270073,12.59124088,15.51094891,7.664233577
FORM_MOUSE,Nucleus,1468,190030,1267.6,-2173.7,-287.2,9078.58,22.88828338,5.994550409,25.20435967,11.30790191,16.62125341,16.21253406
CYS3_NEUCR,Nucleus,236,30096,186.8,-383.2,-28.8,1461.81,25.84745763,5.084745763,26.27118644,11.01694915,18.6440678,10.16949153
BTF3_HUMAN,Nucleus,206,25833,189.9,-326.8,-25.6,1275.45,26.69902913,2.427184466,27.66990291,12.62135922,16.01941748,15.04854369
RNHA_HUMAN,Nucleus,1279,164912,1348.2,-1629.3,-158.4,7726.2,28.06880375,8.444096951,24.55043002,12.19702893,12.90070367,14.30805317
MCE1_YEAST,Nucleus,459,60948,451.6,-660.7,-58.8,2757.46,24.61873638,9.368191721,25.27233115,12.20043573,14.37908497,11.76470588
RPC1_TRYBB,Nucleus,1530,197598,1814.7,-1970.7,-161.6,9454.48,31.24183007,6.666666667,23.85620915,9.803921569,15.4248366,11.89542484
RRD1_NOTVI,Nucleus,505,65636,427.4,-652.8,-74.4,3084.89,21.78217822,6.930693069,28.71287129,11.28712871,15.44554455,13.66336634
STP1_HUMAN,Nucleus,54,7240,14.8,-122.2,-4,406.57,9.259259259,3.703703704,25.92592593,5.555555556,44.44444444,12.96296296
THYA_BOVIN,Nucleus,109,13873,50.9,-263.9,-5.2,532.2,17.43119266,0,15.59633028,37.6146789,9.174311927,9.174311927
ALCR_EMENI,Nucleus,821,106343,788.8,-1100.3,-94.8,4970.27,28.86723508,7.551766139,28.38002436,9.135200974,13.39829476,10.23142509
SMR1_PODAN,Nucleus,356,47201,415.8,-516.8,-38.4,2118.24,28.93258427,8.988764045,22.47191011,13.48314607,13.76404494,10.95505618
SMI1_YEAST,Nucleus,505,66089,426.8,-861.8,-46.8,2913.22,22.17821782,7.524752475,29.7029703,18.21782178,12.47524752,9.504950495
MIG1_YEAST,Nucleus,504,64524,397.8,-767.9,-73.6,3108.58,20.83333333,3.373015873,41.86507937,11.30952381,14.28571429,12.1031746
STP4_PIG,Nucleus,138,18670,73.2,-296.4,-15.6,1002.92,15.94202899,3.623188406,31.88405797,8.695652174,34.7826087,10.86956522
HES1_MOUSE,Nucleus,282,34773,252,-306.4,-67.2,1752.4,26.59574468,4.609929078,29.07801418,8.156028369,12.76595745,20.21276596
GROU_DROME,Nucleus,719,91764,608.6,-941.7,-136.4,4382.31,24.47844228,6.258692629,26.28650904,9.874826147,14.0472879,17.80250348
MYOD_CAEEL,Nucleus,324,42223,280.5,-506.6,-35.6,1944.33,25,6.790123457,33.02469136,11.72839506,12.96296296,8.950617284
SEN1_YEAST,Nucleus,2112,277076,2284.5,-3098.3,-193.2,12901.98,27.60416667,8.285984848,27.5094697,12.26325758,15.625,8.664772727
IXR1_YEAST,Nucleus,597,78510,388.4,-1074.4,-79.2,3567.65,19.26298157,6.197654941,46.23115578,13.40033501,10.21775544,11.05527638
RA18_YEAST,Nucleus,487,63916,410,-746.7,-48.8,2951.65,20.73921971,5.954825462,35.11293634,13.34702259,15.8110883,9.034907598
HMC2_MOUSE,Nucleus,311,39019,237.9,-393.2,-66.4,1938.6,26.36655949,6.752411576,27.65273312,6.752411576,13.82636656,19.61414791
PRO_DROME,Nucleus,1403,178635,1071.2,-2090.7,-185.6,8401.69,23.02209551,3.848895225,38.48895225,10.12116892,12.04561654,12.33071989
CREM_MOUSE,Nucleus,341,42655,337.6,-458.1,-47.2,2052.92,29.03225806,2.346041056,32.55131965,9.384164223,11.14369501,13.48973607
T2EB_XENLA,Nucleus,288,37753,276.4,-478,-28,1815.72,25.34722222,6.597222222,22.91666667,9.375,20.83333333,10.76388889
XBP1_HUMAN,Nucleus,260,33295,273.6,-356.6,-39.6,1620.28,33.84615385,3.846153846,27.30769231,10.38461538,13.46153846,12.69230769
RAD3_SCHPO,Nucleus,1070,141075,1356.8,-1436,-69.2,6412.17,32.80373832,9.53271028,25.14018692,12.42990654,13.36448598,6.91588785
SP1_RAT,Nucleus,788,95092,669.3,-975.3,-107.6,4691.62,24.11167513,2.918781726,42.25888325,9.644670051,7.106598985,18.14720812
DRS1_YEAST,Nucleus,722,94868,753,-1229.2,-51.6,4464.12,27.1468144,4.986149584,22.71468144,15.09695291,18.97506925,9.141274238
IRTF_HUMAN,Nucleus,393,50703,365.9,-514.2,-67.2,2367.24,24.42748092,8.396946565,26.97201018,11.19592875,11.95928753,16.03053435
FRA_DROME,Nucleus,595,73460,515,-813.1,-91.2,3558.86,24.20168067,2.18487395,36.47058824,12.77310924,10.75630252,15.6302521
BIMB_EMENI,Nucleus,2067,264855,2342.5,-2765.8,-154,12603.9,32.0270924,6.482825351,26.60861151,9.675858732,14.22351234,8.901790034
EGD1_YEAST,Nucleus,157,19809,175.5,-252.4,-13.6,944.43,32.48407643,4.458598726,23.56687898,12.7388535,15.2866242,10.1910828
HDF1_YEAST,Nucleus,602,81385,610.8,-937.9,-46,3628.3,23.75415282,12.45847176,23.58803987,12.45847176,16.27906977,8.139534884
TF2B_KLULA,Nucleus,357,45511,410.6,-499,-28.8,2197.06,31.93277311,5.042016807,26.61064426,11.76470588,15.40616246,9.243697479
LY14_YEAST,Nucleus,790,103560,783.2,-1178.4,-63.2,4732.82,24.81012658,8.481012658,32.65822785,14.93670886,13.67088608,8.227848101
HAIR_DROVI,Nucleus,378,48123,354.2,-565.6,-53.2,2335.62,29.1005291,3.174603175,36.50793651,9.523809524,13.49206349,11.37566138
VDR_COTJA,Nucleus,448,58656,441.9,-579.3,-46.4,2682.44,23.66071429,7.142857143,30.80357143,10.9375,14.50892857,9.821428571
RPB3_SCHPO,Nucleus,296,38802,293.4,-415.4,-38,1725,27.02702703,7.094594595,27.02702703,17.90540541,11.14864865,10.81081081
BX42_DROME,Nucleus,547,70916,455.7,-928.2,-74,3426.43,25.95978062,5.484460695,20.29250457,12.06581353,19.37842779,13.52833638
RAD1_YEAST,Nucleus,1100,146009,1244,-1760.7,-79.2,6563.28,28.54545455,7.363636364,26.45454545,15.63636364,14.72727273,7.090909091
HXD1_MOUSE,Nucleus,327,39894,293.6,-332.9,-72.4,2012.73,27.52293578,8.562691131,23.24159021,7.645259939,11.62079511,21.40672783
RMIL_CHICK,Nucleus,806,103754,796.4,-1011.7,-123.2,4903.51,25.3101737,7.816377171,28.41191067,9.181141439,13.27543424,14.76426799
ADR1_YEAST,Nucleus,1323,174589,1338.5,-1944,-95.2,7921.3,24.6409675,9.674981104,32.50188964,14.73922902,13.98337113,7.105064248
SRF_HUMAN,Nucleus,508,60661,449.3,-528.2,-83.6,3068.03,26.57480315,3.543307087,35.23622047,6.692913386,8.464566929,19.29133858
TFS2_DROME,Nucleus,313,39877,249.1,-455.7,-22.4,1924.51,23.00319489,4.153354633,35.7827476,13.41853035,16.29392971,8.306709265
MAD_HUMAN,Nucleus,221,29186,182.9,-393.1,-8.8,1376.25,24.43438914,2.714932127,28.50678733,12.21719457,21.71945701,5.882352941
E74B_DROME,Nucleus,883,110592,701,-1266.1,-114.4,5325.88,26.8403171,4.416761042,34.99433749,8.267270668,12.34428086,12.34428086
RAP1_YEAST,Nucleus,827,107180,731.3,-1330.9,-86.8,4868.94,24.54655381,7.255139057,29.86698912,15.11487304,12.93833132,9.189842805
RFA3_YEAST,Nucleus,122,15978,147.3,-165.2,-11.2,715.31,29.50819672,7.37704918,31.14754098,17.21311475,9.836065574,8.196721311
EST1_YEAST,Nucleus,699,94180,836.4,-999.4,-44.4,4327.68,28.75536481,10.87267525,26.18025751,11.73104435,17.31044349,6.008583691
THB2_HUMAN,Nucleus,476,62844,437.8,-596.1,-50,2848.22,24.78991597,10.08403361,26.68067227,11.34453782,14.28571429,10.50420168
CREA_ASPNG,Nucleus,427,53758,294.9,-563.8,-91.6,2659.23,21.07728337,4.449648712,32.78688525,7.962529274,16.62763466,17.09601874
HMIX_XENLA,Nucleus,377,48971,296.4,-518.7,-66.4,2290.28,20.95490716,7.692307692,38.46153846,10.61007958,11.40583554,13.79310345
NAP1_YEAST,Nucleus,417,55320,398.8,-720.2,-43.6,2346.59,23.74100719,8.153477218,23.02158273,18.94484412,11.03117506,10.3117506
RAD8_SCHPO,Nucleus,1133,148840,1195.2,-1561.7,-94.4,6764.32,26.21359223,8.914386584,31.06796117,12.53309797,12.97440424,8.120035305
HMSC_DROME,Nucleus,413,52359,264.5,-559,-63.2,2559.3,19.6125908,6.779661017,39.2251816,10.89588378,12.83292978,16.46489104
AP3_DROME,Nucleus,317,39851,394.8,-395.4,-39.6,1918.11,33.75394322,6.940063091,21.13564669,12.30283912,12.93375394,13.24921136
ADA2_YEAST,Nucleus,434,58306,385.6,-672.3,-42.8,2635.77,23.73271889,9.677419355,25.11520737,14.28571429,16.8202765,9.447004608
RPC3_YEAST,Nucleus,654,85700,753.2,-962.4,-47.2,3963.72,31.19266055,6.116207951,27.06422018,13.60856269,14.67889908,7.033639144
KEM1_YEAST,Nucleus,1528,202746,1533.5,-2318.4,-178.4,9290.78,24.80366492,9.816753927,24.47643979,13.21989529,16.09947644,11.32198953
CENB_CRIGR,Nucleus,606,77225,534.3,-929.6,-67.2,3491.28,26.07260726,5.940594059,19.47194719,17.82178218,12.04620462,14.35643564
C46H_HUMAN,Nucleus,734,95344,800.5,-1009,-66.8,4517.9,29.15531335,6.811989101,23.16076294,8.719346049,16.48501362,10.89918256
GCR_MOUSE,Nucleus,783,100031,732.4,-977,-98.8,4685.6,25.28735632,6.768837803,32.95019157,9.961685824,11.11111111,13.15453384
BRLA_EMENI,Nucleus,432,55637,255.2,-539.8,-81.6,2631.98,16.89814815,7.638888889,34.9537037,9.490740741,13.42592593,17.36111111
ANDR_HUMAN,Nucleus,919,115401,776.2,-1038.4,-157.2,5523.33,25.13601741,7.508161045,27.85636561,8.161044614,10.88139282,18.60718172
RPT1_MOUSE,Nucleus,353,47616,369.3,-563.9,-22.8,2131.88,26.9121813,6.232294618,28.3286119,15.58073654,16.4305949,6.798866856
GLI_HUMAN,Nucleus,1106,137663,735,-1261.6,-285.2,6757.14,19.43942134,5.696202532,29.02350814,8.860759494,12.56781193,24.05063291
BBF2_DROME,Nucleus,515,65717,451.1,-746.8,-68.8,3099.36,24.0776699,3.689320388,33.39805825,9.514563107,14.95145631,11.26213592
PIK1_YEAST,Nucleus,1066,138958,1105.6,-1632.9,-70.4,6408.73,27.20450281,7.12945591,30.39399625,13.97748593,14.35272045,7.504690432
PR02_YEAST,Nucleus,876,115449,920.3,-1302.3,-78.8,5350.92,27.05479452,6.96347032,28.42465753,12.67123288,15.29680365,9.474885845
RPB3_YEAST,Nucleus,318,40964,313.1,-430.5,-27.2,1836.12,27.67295597,7.232704403,28.6163522,14.1509434,10.37735849,10.06289308
KCLK_MOUSE,Nucleus,483,65707,365.2,-772.7,-38.4,3046.94,19.8757764,10.76604555,23.1884058,9.109730849,23.80952381,8.695652174
SEN2_YEAST,Nucleus,377,50827,380.8,-574.3,-31.2,2316.64,25.99469496,11.40583554,22.28116711,11.93633952,17.5066313,9.549071618
RBL2_HUMAN,Nucleus,1082,141795,1055.9,-1512,-134,6627.1,25.2310536,7.855822551,29.02033272,11.92236599,14.78743068,11.55268022
ARG1_YEAST,Nucleus,177,22634,142.5,-283.6,-25.2,1064.2,20.9039548,3.95480226,33.33333333,11.29943503,14.12429379,11.86440678
DA_DROME,Nucleus,710,86545,569.5,-882.7,-116,4275.56,24.50704225,3.38028169,35.07042254,9.577464789,11.26760563,18.45070423
RA16_SCHPO,Nucleus,892,117995,1029.2,-1213.2,-69.2,5386.07,29.59641256,8.744394619,27.57847534,12.33183857,13.56502242,7.623318386
RPA2_EUPOC,Nucleus,1166,153531,1273.3,-1568,-105.2,7107.83,26.24356775,9.777015437,25.98627787,10.37735849,15.52315609,10.72041166
KNIR_DROME,Nucleus,429,53264,364.2,-472.3,-66.8,2629.74,24.94172494,6.526806527,32.4009324,6.993006993,14.21911422,15.15151515
HIR2_YEAST,Nucleus,875,114144,975.1,-1162.6,-83.6,5272.27,28,8.8,30.62857143,11.88571429,12.11428571,9.828571429
ERG_HUMAN,Nucleus,462,60271,317.9,-590.9,-89.6,2809,20.77922078,9.090909091,30.3030303,9.090909091,13.63636364,16.01731602
TRX_DROME,Nucleus,3759,471287,3304.4,-4994.7,-452.8,22517.72,25.1396648,5.107741421,35.75418994,10.58792232,11.06677308,12.71614791
RBJK_DROME,Nucleus,594,77523,519.1,-830,-73.6,3564.17,23.4006734,7.912457912,34.51178451,10.94276094,11.95286195,12.79461279
BF1_RAT,Nucleus,480,60031,335.4,-588.2,-106,2959.54,21.04166667,6.666666667,28.95833333,8.333333333,15,20.83333333
CBFB_HUMAN,Nucleus,347,43063,366.6,-465.3,-46.8,2092.78,30.25936599,2.017291066,37.75216138,7.204610951,7.780979827,16.42651297
HES5_RAT,Nucleus,166,21401,152.6,-217.9,-24,1044.45,30.12048193,6.626506024,26.5060241,8.43373494,16.86746988,10.84337349
CENC_HUMAN,Nucleus,943,123762,760.4,-1659.1,-96.4,5884.62,20.25450689,5.196182397,31.60127253,13.78579003,20.04241782,9.331919406
HSF_SCHPO,Nucleus,609,77841,502,-905.7,-80,3607.13,21.0180624,6.239737274,39.73727422,14.61412151,10.34482759,12.15106732
ST12_YEAST,Nucleus,688,90146,516.4,-989.8,-115.2,4102.42,19.47674419,10.1744186,33.13953488,13.80813953,11.62790698,13.51744186
HAP3_KLULA,Nucleus,205,26769,165.4,-330.7,-16.4,1220.45,24.3902439,4.87804878,34.14634146,15.6097561,14.63414634,6.829268293
HMX1_HUMAN,Nucleus,297,36291,293.9,-313.6,-64.8,1872.03,32.32323232,6.060606061,19.86531987,6.397306397,14.14141414,20.2020202
SMR2_PODAN,Nucleus,288,37187,339.5,-376.8,-31.6,1755.96,33.68055556,6.944444444,26.38888889,8.333333333,13.88888889,8.680555556
DBP_RAT,Nucleus,325,40229,288,-404.1,-84.4,2036.91,27.38461538,4.307692308,19.07692308,8.307692308,15.07692308,23.38461538
CSE4_YEAST,Nucleus,229,30915,212.6,-413.3,-10,1428.87,27.07423581,6.113537118,27.51091703,13.10043668,19.2139738,4.366812227
HXDD_CHICK,Nucleus,301,37737,216.9,-365.9,-44.8,1865.45,22.92358804,9.966777409,27.24252492,8.970099668,13.95348837,18.27242525
HXDB_MOUSE,Nucleus,323,39304,224.3,-339,-86.8,2003.65,23.52941176,9.907120743,17.02786378,8.359133127,12.07430341,29.10216718
PBX1_MOUSE,Nucleus,347,44612,299.3,-511.1,-34.4,2133.62,25.93659942,5.475504323,29.10662824,12.96829971,16.13832853,11.81556196
MGMT_YEAST,Nucleus,206,27242,225.4,-298.8,-15.6,1273.63,27.18446602,9.708737864,23.78640777,15.53398058,17.47572816,10.19417476
SNF2_YEAST,Nucleus,1703,224469,1616.5,-2864.4,-153.2,10330.47,25.66059894,6.283029947,29.65355255,15.32589548,15.5607751,8.925425719
T2FC_YEAST,Nucleus,244,31783,279.1,-364.9,-31.2,1460.01,28.27868852,6.967213115,23.7704918,15.57377049,13.52459016,12.29508197
HMPB_DROME,Nucleus,798,99812,578,-1129.5,-124.8,4769.92,20.80200501,6.390977444,35.58897243,12.03007519,11.65413534,17.29323308
CGM2_SCHPO,Nucleus,322,43408,360.8,-447.8,-25.2,1959.38,27.95031056,12.11180124,26.70807453,14.28571429,15.52795031,5.590062112
CF1A_DROME,Nucleus,549,68899,452.6,-674.1,-84,3404.02,26.77595628,5.282331512,27.32240437,5.100182149,16.39344262,16.39344262
TOA1_YEAST,Nucleus,286,37296,264.8,-535.8,-14.8,1614.2,24.12587413,4.895104895,32.51748252,25.87412587,10.48951049,6.643356643
ARG2_YEAST,Nucleus,880,115990,867.1,-1255.2,-88.8,5318.78,26.13636364,8.977272727,28.29545455,13.40909091,14.54545455,9.545454545
SOX4_HUMAN,Nucleus,474,55725,353.9,-515.6,-73.2,2868.68,25.52742616,5.274261603,26.79324895,7.594936709,12.23628692,20.25316456
SKO1_YEAST,Nucleus,647,81743,523.4,-999.3,-84.8,3920.43,20.40185471,4.327666151,43.43122102,17.1561051,12.21020093,11.4374034
PAP_YEAST,Nucleus,568,74684,662.8,-813.3,-54,3459.71,29.75352113,9.330985915,22.53521127,12.32394366,15.49295775,9.507042254
TTKB_DROME,Nucleus,641,79955,554,-857.1,-85.2,3873.4,25.5850234,5.304212168,32.44929797,10.4524181,12.94851794,13.5725429
MAM_DROME,Nucleus,1596,196243,917.7,-2364.8,-304.4,9480.15,16.35338346,3.320802005,44.92481203,11.21553885,6.704260652,24.56140351
XPE_CERAE,Nucleus,1140,147339,1365.3,-1433.4,-98,6749.6,30.52631579,7.807017544,26.75438596,12.71929825,11.40350877,10.70175439
PRT_ANTGR,Nucleus,132,18619,43.9,-253.3,-12.4,1019.33,9.090909091,6.818181818,26.51515152,4.545454545,43.93939394,12.12121212
RPA2_YEAST,Nucleus,1203,157223,1241.3,-1608.4,-137.6,7306.98,25.85203658,9.226932668,26.01828761,10.39068994,14.0482128,13.38320865
MNF_MOUSE,Nucleus,617,76853,568.5,-701.1,-131.6,3852.87,27.87682334,6.158833063,26.90437601,5.996758509,13.61426256,18.8006483
RDP_HUMAN,Nucleus,380,50014,264.5,-710.6,-46.8,2389.63,19.21052632,5.526315789,23.15789474,10.52631579,21.31578947,12.63157895
EGR1_HUMAN,Nucleus,543,67199,385.6,-577.1,-125.6,3288.66,19.7053407,7.918968692,36.83241252,6.445672192,9.576427256,19.15285451
CID_DROME,Nucleus,1377,175482,1201.6,-1925.6,-165.2,8295.31,23.45679012,5.882352941,36.67392883,12.41830065,12.99927378,11.69208424
BASO_HUMAN,Nucleus,993,128710,877.7,-1382.2,-133.6,6040.94,22.75931521,5.941591138,32.12487412,11.98388721,15.40785498,12.18529708
CPH1_CANAL,Nucleus,656,84687,530.4,-927.5,-74,3906.48,22.71341463,9.908536585,35.67073171,12.34756098,10.67073171,11.2804878
SNF6_YEAST,Nucleus,332,43523,294.6,-538.7,-28,1982.61,24.69879518,8.13253012,29.81927711,11.74698795,13.85542169,9.337349398
SFP1_YEAST,Nucleus,683,86980,489.5,-1055.8,-66.4,4047.76,20.35139092,4.538799414,44.21669107,15.37335286,12.1522694,9.80966325
RPBX_YEAST,Nucleus,70,9510,78.9,-94.4,-4.8,432.16,28.57142857,8.571428571,20,11.42857143,18.57142857,8.571428571
SRYB_DROME,Nucleus,351,47492,308.6,-557.3,-26.4,2127.64,21.65242165,8.547008547,25.92592593,14.52991453,19.65811966,6.837606838
DBPA_HUMAN,Nucleus,342,43088,221.4,-520.1,-75.2,2167.82,23.0994152,7.01754386,20.46783626,11.40350877,16.66666667,21.6374269
SP32_HUMAN,Nucleus,282,36385,293,-397.5,-35.2,1659.69,26.59574468,7.092198582,23.04964539,13.4751773,12.76595745,13.12056738
U2AG_HUMAN,Nucleus,240,32143,166.4,-406.9,-18.4,1514.77,16.66666667,9.166666667,23.33333333,15.41666667,22.08333333,12.91666667
ACE1_YEAST,Nucleus,225,28430,178.8,-312.5,-26,1376.82,22.66666667,2.222222222,33.77777778,12,16.44444444,12.88888889
SWI5_YEAST,Nucleus,709,92430,568.2,-1153.1,-85.2,4324.51,20.16925247,6.205923836,34.69675599,15.65585331,15.37376587,11.42454161
BAF1_YEAST,Nucleus,731,94802,575.8,-1379.8,-52,4220.96,21.20383037,4.651162791,34.0629275,20.93023256,14.6374829,7.934336525
HMZ2_DROME,Nucleus,252,33605,252,-374.3,-21.2,1493.96,26.19047619,9.920634921,32.14285714,14.28571429,11.50793651,6.746031746
MSN1_YEAST,Nucleus,382,49919,316.3,-624.5,-37.6,2294.34,22.51308901,7.068062827,37.43455497,18.32460733,12.56544503,9.685863874
